panel,series,tau_tr_min,probability_density_per_min,fitted_tau_tr_min,contour_length_mm
C,model N=50,0.616667,,,27.5
C,model N=50,0.333333,,,27.5
C,model N=50,4.85,,,27.5
C,model N=50,2.03333,,,27.5
C,model N=50,2.06667,,,27.5
C,model N=50,0.933333,,,27.5
C,model N=50,0.333333,,,27.5
C,model N=50,0.883333,,,27.5
C,model N=50,4.1,,,27.5
C,model N=50,0.3,,,27.5
C,model N=50,1.21667,,,27.5
C,model N=50,1.16667,,,27.5
C,model N=50,1.6,,,27.5
C,model N=50,0.433333,,,27.5
C,model N=50,0.916667,,,27.5
C,model N=50,3.33333,,,27.5
C,model N=50,0.55,,,27.5
C,model N=50,4.73333,,,27.5
C,model N=50,2.46667,,,27.5
C,model N=50,1.23333,,,27.5
C,model N=60,1.98333,,,32.5
C,model N=60,2.46667,,,32.5
C,model N=60,2.08333,,,32.5
C,model N=60,2.11667,,,32.5
C,model N=60,3.63333,,,32.5
C,model N=60,2.35,,,32.5
C,model N=60,0.333333,,,32.5
C,model N=60,1.66667,,,32.5
C,model N=60,1.61667,,,32.5
C,model N=60,9.03333,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,2.83333,,,32.5
C,model N=60,2.93333,,,32.5
C,model N=60,2.08333,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,1.06667,,,32.5
C,model N=60,0.55,,,32.5
C,model N=60,1.7,,,32.5
C,model N=60,1.3,,,32.5
C,model N=60,1.05,,,32.5
C,model N=60,0.75,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,2.28333,,,32.5
C,model N=60,5.88333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,2.06667,,,32.5
C,model N=60,3,,,32.5
C,model N=60,0.283333,,,32.5
C,model N=60,1.16667,,,32.5
C,model N=60,1.03333,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,2.51667,,,32.5
C,model N=60,1.4,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,1.66667,,,32.5
C,model N=60,3.68333,,,32.5
C,model N=60,1.15,,,32.5
C,model N=60,1.03333,,,32.5
C,model N=60,3.46667,,,32.5
C,model N=60,0.75,,,32.5
C,model N=60,1.1,,,32.5
C,model N=60,1.81667,,,32.5
C,model N=60,2.06667,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,0.966667,,,32.5
C,model N=60,6.18333,,,32.5
C,model N=60,0.216667,,,32.5
C,model N=60,0.166667,,,32.5
C,model N=60,2.2,,,32.5
C,model N=60,2.23333,,,32.5
C,model N=60,2.15,,,32.5
C,model N=60,0.233333,,,32.5
C,model N=60,3.45,,,32.5
C,model N=60,1.26667,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,1.4,,,32.5
C,model N=60,1.7,,,32.5
C,model N=60,2.25,,,32.5
C,model N=60,1.45,,,32.5
C,model N=60,1.9,,,32.5
C,model N=60,0.9,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,2.11667,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,1.08333,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,0.733333,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,3.55,,,32.5
C,model N=60,1.63333,,,32.5
C,model N=60,1.51667,,,32.5
C,model N=60,3.5,,,32.5
C,model N=60,1.48333,,,32.5
C,model N=60,1.43333,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,2.73333,,,32.5
C,model N=60,1.66667,,,32.5
C,model N=60,0.466667,,,32.5
C,model N=60,4.9,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,1.51667,,,32.5
C,model N=60,0.466667,,,32.5
C,model N=60,0.3,,,32.5
C,model N=60,1.45,,,32.5
C,model N=60,1.11667,,,32.5
C,model N=60,1.46667,,,32.5
C,model N=60,0.633333,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,1.26667,,,32.5
C,model N=60,1.63333,,,32.5
C,model N=60,1.41667,,,32.5
C,model N=60,1.9,,,32.5
C,model N=60,1.33333,,,32.5
C,model N=60,1.71667,,,32.5
C,model N=60,1.3,,,32.5
C,model N=60,0.233333,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,0.933333,,,32.5
C,model N=60,1.01667,,,32.5
C,model N=60,0.75,,,32.5
C,model N=60,1.48333,,,32.5
C,model N=60,1.35,,,32.5
C,model N=60,3.76667,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,0.55,,,32.5
C,model N=60,1.98333,,,32.5
C,model N=60,1.35,,,32.5
C,model N=60,0.85,,,32.5
C,model N=60,0.566667,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,0.866667,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,1.41667,,,32.5
C,model N=60,1.23333,,,32.5
C,model N=60,3.33333,,,32.5
C,model N=60,0.716667,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,3.91667,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,1.33333,,,32.5
C,model N=60,2.46667,,,32.5
C,model N=60,0.916667,,,32.5
C,model N=60,6.35,,,32.5
C,model N=60,3.41667,,,32.5
C,model N=60,0.466667,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,2.35,,,32.5
C,model N=60,2.3,,,32.5
C,model N=60,2.38333,,,32.5
C,model N=60,2,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,1.95,,,32.5
C,model N=60,1.8,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,4.2,,,32.5
C,model N=60,0.183333,,,32.5
C,model N=60,1.76667,,,32.5
C,model N=60,3.23333,,,32.5
C,model N=60,1.46667,,,32.5
C,model N=60,0.766667,,,32.5
C,model N=60,1.2,,,32.5
C,model N=60,1.28333,,,32.5
C,model N=60,2.5,,,32.5
C,model N=60,5.31667,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,3.83333,,,32.5
C,model N=60,1.53333,,,32.5
C,model N=60,0.833333,,,32.5
C,model N=60,6.28333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,1.55,,,32.5
C,model N=60,1.7,,,32.5
C,model N=60,0.9,,,32.5
C,model N=60,3.9,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,1.41667,,,32.5
C,model N=60,1.03333,,,32.5
C,model N=60,1.01667,,,32.5
C,model N=60,1.16667,,,32.5
C,model N=60,3.4,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,1.93333,,,32.5
C,model N=60,5.91667,,,32.5
C,model N=60,0.466667,,,32.5
C,model N=60,1.08333,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,0.683333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,2.1,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,0.3,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,1.81667,,,32.5
C,model N=60,1.03333,,,32.5
C,model N=60,4.03333,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,0.333333,,,32.5
C,model N=60,2,,,32.5
C,model N=60,0.283333,,,32.5
C,model N=60,3.11667,,,32.5
C,model N=60,3.21667,,,32.5
C,model N=60,4.18333,,,32.5
C,model N=60,1.51667,,,32.5
C,model N=60,8.3,,,32.5
C,model N=60,0.6,,,32.5
C,model N=60,1.3,,,32.5
C,model N=60,0.9,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,0.616667,,,32.5
C,model N=60,0.616667,,,32.5
C,model N=60,5.45,,,32.5
C,model N=60,1.46667,,,32.5
C,model N=60,2.01667,,,32.5
C,model N=60,3.5,,,32.5
C,model N=60,1.23333,,,32.5
C,model N=60,0.5,,,32.5
C,model N=60,1.15,,,32.5
C,model N=60,1.65,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,0.2,,,32.5
C,model N=60,1.21667,,,32.5
C,model N=60,0.933333,,,32.5
C,model N=60,0.75,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,0.5,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,4.76667,,,32.5
C,model N=60,0.8,,,32.5
C,model N=60,0.65,,,32.5
C,model N=60,1.35,,,32.5
C,model N=60,0.816667,,,32.5
C,model N=60,1.3,,,32.5
C,model N=60,5.08333,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,0.233333,,,32.5
C,model N=60,4.56667,,,32.5
C,model N=60,1.38333,,,32.5
C,model N=60,2.05,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,6.26667,,,32.5
C,model N=60,2.35,,,32.5
C,model N=60,0.583333,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,0.2,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,1.36667,,,32.5
C,model N=60,2.11667,,,32.5
C,model N=60,1.35,,,32.5
C,model N=60,1.43333,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,4.4,,,32.5
C,model N=60,1.9,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,1.56667,,,32.5
C,model N=60,0.9,,,32.5
C,model N=60,2.18333,,,32.5
C,model N=60,1.81667,,,32.5
C,model N=60,0.533333,,,32.5
C,model N=60,6.95,,,32.5
C,model N=60,2.46667,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,6.05,,,32.5
C,model N=60,0.733333,,,32.5
C,model N=60,1.05,,,32.5
C,model N=60,1.56667,,,32.5
C,model N=60,1.16667,,,32.5
C,model N=60,0.683333,,,32.5
C,model N=60,0.8,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,0.533333,,,32.5
C,model N=60,0.616667,,,32.5
C,model N=60,1.51667,,,32.5
C,model N=60,0.616667,,,32.5
C,model N=60,0.483333,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,4.35,,,32.5
C,model N=60,2,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,1.45,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,1.91667,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,2.21667,,,32.5
C,model N=60,1.16667,,,32.5
C,model N=60,2.18333,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,0.283333,,,32.5
C,model N=60,0.616667,,,32.5
C,model N=60,1.41667,,,32.5
C,model N=60,4.41667,,,32.5
C,model N=60,4.45,,,32.5
C,model N=60,0.883333,,,32.5
C,model N=60,0.983333,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,3.08333,,,32.5
C,model N=60,0.566667,,,32.5
C,model N=60,0.566667,,,32.5
C,model N=60,0.233333,,,32.5
C,model N=60,1.58333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,1.66667,,,32.5
C,model N=60,1.16667,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,2.63333,,,32.5
C,model N=60,2.51667,,,32.5
C,model N=60,2,,,32.5
C,model N=60,0.666667,,,32.5
C,model N=60,0.533333,,,32.5
C,model N=60,2.46667,,,32.5
C,model N=60,3.61667,,,32.5
C,model N=60,1.33333,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,1.55,,,32.5
C,model N=60,0.233333,,,32.5
C,model N=60,1.91667,,,32.5
C,model N=60,7,,,32.5
C,model N=60,0.166667,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,0.3,,,32.5
C,model N=60,5.15,,,32.5
C,model N=60,1.28333,,,32.5
C,model N=60,0.183333,,,32.5
C,model N=60,1.71667,,,32.5
C,model N=60,1.21667,,,32.5
C,model N=60,3.26667,,,32.5
C,model N=60,1.26667,,,32.5
C,model N=60,0.966667,,,32.5
C,model N=60,1.71667,,,32.5
C,model N=60,2.03333,,,32.5
C,model N=60,0.666667,,,32.5
C,model N=60,0.283333,,,32.5
C,model N=60,1.65,,,32.5
C,model N=60,7.01667,,,32.5
C,model N=60,1,,,32.5
C,model N=60,2.65,,,32.5
C,model N=60,1.51667,,,32.5
C,model N=60,1.83333,,,32.5
C,model N=60,2.23333,,,32.5
C,model N=60,2.45,,,32.5
C,model N=60,0.2,,,32.5
C,model N=60,4.41667,,,32.5
C,model N=60,2.91667,,,32.5
C,model N=60,0.4,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,3.53333,,,32.5
C,model N=60,1.26667,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,1.15,,,32.5
C,model N=60,0.966667,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,2.5,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,1.53333,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,1.08333,,,32.5
C,model N=60,1.55,,,32.5
C,model N=60,0.783333,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,1.23333,,,32.5
C,model N=60,1.96667,,,32.5
C,model N=60,0.366667,,,32.5
C,model N=60,1.05,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,1.95,,,32.5
C,model N=60,0.966667,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,1.45,,,32.5
C,model N=60,2.55,,,32.5
C,model N=60,1.48333,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,1.23333,,,32.5
C,model N=60,1,,,32.5
C,model N=60,1.01667,,,32.5
C,model N=60,0.35,,,32.5
C,model N=60,0.45,,,32.5
C,model N=60,0.866667,,,32.5
C,model N=60,1.06667,,,32.5
C,model N=60,3.96667,,,32.5
C,model N=60,2,,,32.5
C,model N=60,2.51667,,,32.5
C,model N=60,0.333333,,,32.5
C,model N=60,0.883333,,,32.5
C,model N=60,0.216667,,,32.5
C,model N=60,0.2,,,32.5
C,model N=60,1.5,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,0.7,,,32.5
C,model N=60,2.8,,,32.5
C,model N=60,0.933333,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,1.9,,,32.5
C,model N=60,0.433333,,,32.5
C,model N=60,1,,,32.5
C,model N=60,2.03333,,,32.5
C,model N=60,1.46667,,,32.5
C,model N=60,3.33333,,,32.5
C,model N=60,2.51667,,,32.5
C,model N=60,3.36667,,,32.5
C,model N=60,2.05,,,32.5
C,model N=60,0.416667,,,32.5
C,model N=60,2.23333,,,32.5
C,model N=60,0.55,,,32.5
C,model N=60,0.6,,,32.5
C,model N=60,6.76667,,,32.5
C,model N=60,2,,,32.5
C,model N=60,0.85,,,32.5
C,model N=60,3.06667,,,32.5
C,model N=60,4.43333,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,1.7,,,32.5
C,model N=60,2.65,,,32.5
C,model N=60,0.533333,,,32.5
C,model N=60,0.316667,,,32.5
C,model N=60,1.36667,,,32.5
C,model N=60,0.933333,,,32.5
C,model N=60,3.13333,,,32.5
C,model N=60,0.266667,,,32.5
C,model N=60,0.25,,,32.5
C,model N=60,0.383333,,,32.5
C,model N=60,3.9,,,32.5
C,model N=60,2.01667,,,32.5
C,model N=60,1.81667,,,32.5
C,model N=60,1.36667,,,32.5
C,model N=60,0.316667,,,32.5
