panel,series,t_min,x_cm_mm,probability_density_per_mm,Rg_over_lc,Re_over_lc,probability
D,model 20 C,47.7167,71.0143,,,,
D,model 20 C,47.7333,71.3229,,,,
D,model 20 C,47.75,71.8293,,,,
D,model 20 C,47.7667,72.3765,,,,
D,model 20 C,47.7833,73.3175,,,,
D,model 20 C,47.8,74.1911,,,,
D,model 20 C,47.8167,75.2298,,,,
D,model 20 C,47.8333,76.4639,,,,
D,model 20 C,47.85,77.5263,,,,
D,model 20 C,47.8667,78.4479,,,,
D,model 20 C,47.8833,79.394,,,,
D,model 20 C,47.9,80.5939,,,,
D,model 20 C,47.9167,81.5119,,,,
D,model 20 C,47.9333,82.5417,,,,
D,model 20 C,47.95,83.5521,,,,
D,model 20 C,47.9667,84.5555,,,,
D,model 20 C,47.9833,85.5774,,,,
D,model 20 C,48,86.5272,,,,
D,model 20 C,48.0167,87.1569,,,,
D,model 20 C,48.0333,87.7256,,,,
D,model 20 C,48.05,88.2638,,,,
D,model 20 C,48.0667,88.657,,,,
D,model 20 C,48.0833,88.903,,,,
D,model 20 C,48.1,88.8928,,,,
D,model 20 C,48.1167,88.7678,,,,
D,model 20 C,48.1333,88.4196,,,,
D,model 20 C,48.15,88.1469,,,,
D,model 20 C,48.1667,87.6644,,,,
D,model 20 C,48.1833,86.9608,,,,
D,model 20 C,48.2,86.4764,,,,
D,model 20 C,48.2167,85.9407,,,,
D,model 20 C,48.2333,85.4446,,,,
D,model 20 C,48.25,85.0636,,,,
D,model 20 C,48.2667,84.6911,,,,
D,model 20 C,48.2833,84.5261,,,,
D,model 20 C,48.3,84.4038,,,,
D,model 20 C,48.3167,84.3986,,,,
D,model 20 C,48.3333,84.5887,,,,
D,model 20 C,48.35,85.0078,,,,
D,model 20 C,48.3667,85.5411,,,,
D,model 20 C,48.3833,86.1338,,,,
D,model 20 C,48.4,86.7943,,,,
D,model 20 C,48.4167,87.4801,,,,
D,model 20 C,48.4333,88.2387,,,,
D,model 20 C,48.45,88.9053,,,,
D,model 20 C,48.4667,89.8311,,,,
D,model 20 C,48.4833,90.5737,,,,
D,model 20 C,48.5,91.3439,,,,
D,model 20 C,48.5167,92.0181,,,,
D,model 20 C,48.5333,92.427,,,,
D,model 20 C,48.55,92.8978,,,,
D,model 20 C,48.5667,93.0038,,,,
D,model 20 C,48.5833,93.2083,,,,
D,model 20 C,48.6,93.3036,,,,
D,model 20 C,48.6167,93.2947,,,,
D,model 20 C,48.6333,93.3511,,,,
D,model 20 C,48.65,93.0885,,,,
D,model 20 C,48.6667,92.609,,,,
D,model 20 C,48.6833,92.3894,,,,
D,model 20 C,48.7,91.7911,,,,
D,model 20 C,48.7167,91.1779,,,,
D,model 20 C,48.7333,90.5611,,,,
D,model 20 C,48.75,90.0189,,,,
D,model 20 C,48.7667,89.6408,,,,
D,model 20 C,48.7833,89.2284,,,,
D,model 20 C,48.8,89.0635,,,,
D,model 20 C,48.8167,88.8611,,,,
D,model 20 C,48.8333,88.4531,,,,
D,model 20 C,48.85,88.5643,,,,
D,model 20 C,48.8667,88.6724,,,,
D,model 20 C,48.8833,88.957,,,,
D,model 20 C,48.9,89.2547,,,,
D,model 20 C,48.9167,89.6409,,,,
D,model 20 C,48.9333,89.9835,,,,
D,model 20 C,48.95,90.1753,,,,
D,model 20 C,48.9667,90.549,,,,
D,model 20 C,48.9833,90.8797,,,,
D,model 20 C,49,91.1965,,,,
D,model 20 C,49.0167,91.4323,,,,
D,model 20 C,49.0333,91.427,,,,
D,model 20 C,49.05,91.6082,,,,
D,model 20 C,49.0667,91.6834,,,,
D,model 20 C,49.0833,91.8419,,,,
D,model 20 C,49.1,91.9344,,,,
D,model 20 C,49.1167,92.2227,,,,
D,model 20 C,49.1333,92.4172,,,,
D,model 20 C,49.15,92.4989,,,,
D,model 20 C,49.1667,92.4414,,,,
D,model 20 C,49.1833,92.5653,,,,
D,model 20 C,49.2,92.4103,,,,
D,model 20 C,49.2167,92.4899,,,,
D,model 20 C,49.2333,92.2802,,,,
D,model 20 C,49.25,92.4167,,,,
D,model 20 C,49.2667,92.5092,,,,
D,model 20 C,49.2833,92.5383,,,,
D,model 20 C,49.3,92.5202,,,,
D,model 20 C,49.3167,92.6407,,,,
D,model 20 C,49.3333,92.8956,,,,
D,model 20 C,49.35,92.923,,,,
D,model 20 C,49.3667,92.9885,,,,
D,model 20 C,49.3833,92.8595,,,,
D,model 20 C,49.4,92.9885,,,,
D,model 20 C,49.4167,92.9466,,,,
D,model 20 C,49.4333,92.8371,,,,
D,model 20 C,49.45,92.6798,,,,
D,model 20 C,49.4667,92.676,,,,
D,model 20 C,49.4833,92.9032,,,,
D,model 20 C,49.5,92.8914,,,,
D,model 20 C,49.5167,92.7948,,,,
D,model 20 C,49.5333,92.8764,,,,
D,model 20 C,49.55,92.6751,,,,
D,model 20 C,49.5667,92.3908,,,,
D,model 20 C,49.5833,92.3418,,,,
D,model 20 C,49.6,92.3202,,,,
D,model 20 C,49.6167,92.1773,,,,
D,model 20 C,49.6333,92.0806,,,,
D,model 20 C,49.65,92.2352,,,,
D,model 20 C,49.6667,92.1349,,,,
D,model 20 C,49.6833,92.326,,,,
D,model 20 C,49.7,92.3584,,,,
D,model 20 C,49.7167,92.4017,,,,
D,model 20 C,49.7333,92.3328,,,,
D,model 20 C,49.75,92.2232,,,,
D,model 20 C,49.7667,92.115,,,,
D,model 20 C,49.7833,92.1677,,,,
D,model 20 C,49.8,92.1256,,,,
D,model 20 C,49.8167,92.1818,,,,
D,model 20 C,49.8333,92.0965,,,,
D,model 20 C,49.85,91.93,,,,
D,model 20 C,49.8667,91.7468,,,,
D,model 20 C,49.8833,91.7486,,,,
D,model 20 C,49.9,91.766,,,,
D,model 20 C,49.9167,91.7456,,,,
D,model 20 C,49.9333,91.8,,,,
D,model 20 C,49.95,92.0402,,,,
D,model 20 C,49.9667,92.1613,,,,
D,model 20 C,49.9833,92.3122,,,,
D,model 20 C,50,92.3049,,,,
D,model 20 C,50.0167,92.341,,,,
D,model 20 C,50.0333,92.309,,,,
D,model 20 C,50.05,92.2866,,,,
D,model 20 C,50.0667,92.3101,,,,
D,model 20 C,50.0833,92.1791,,,,
D,model 20 C,50.1,92.1132,,,,
D,model 20 C,50.1167,91.9739,,,,
D,model 20 C,50.1333,91.8111,,,,
D,model 20 C,50.15,91.6473,,,,
D,model 20 C,50.1667,91.2369,,,,
D,model 20 C,50.1833,90.9816,,,,
D,model 20 C,50.2,91.0708,,,,
D,model 20 C,50.2167,91.0315,,,,
D,model 20 C,50.2333,90.8388,,,,
D,model 20 C,50.25,90.6381,,,,
D,model 20 C,50.2667,90.3539,,,,
D,model 20 C,50.2833,90.028,,,,
D,model 20 C,50.3,89.989,,,,
D,model 20 C,50.3167,89.6641,,,,
D,model 20 C,50.3333,89.2329,,,,
D,model 20 C,50.35,88.6001,,,,
D,model 20 C,50.3667,87.8775,,,,
D,model 20 C,50.3833,87.1359,,,,
D,model 20 C,50.4,86.1269,,,,
D,model 20 C,50.4167,85.059,,,,
D,model 20 C,50.4333,84.1419,,,,
D,model 20 C,50.45,83.1172,,,,
D,model 20 C,50.4667,82.053,,,,
D,model 20 C,50.4833,80.9408,,,,
D,model 20 C,50.5,79.7135,,,,
D,model 20 C,50.5167,78.6399,,,,
D,model 20 C,50.5333,77.4018,,,,
D,model 20 C,50.55,76.0375,,,,
D,model 20 C,50.5667,75.313,,,,
D,model 20 C,50.5833,74.1288,,,,
D,model 20 C,50.6,73.0006,,,,
D,model 20 C,50.6167,71.9864,,,,
D,model 20 C,50.6333,70.8689,,,,
D,model 20 C,50.65,69.6936,,,,
D,model 20 C,50.6667,68.6657,,,,
D,model 20 C,50.6833,67.4978,,,,
D,model 20 C,50.7,66.2786,,,,
D,model 20 C,50.7167,65.0894,,,,
D,model 20 C,50.7333,63.9143,,,,
D,model 20 C,50.75,62.9271,,,,
D,model 20 C,50.7667,61.7653,,,,
D,model 20 C,50.7833,60.8361,,,,
D,model 20 C,50.8,60.1932,,,,
D,model 20 C,50.8167,59.6317,,,,
D,model 20 C,50.8333,59.3349,,,,
D,model 20 C,50.85,59.0278,,,,
D,model 20 C,50.8667,58.8773,,,,
D,model 20 C,50.8833,58.7528,,,,
D,model 20 C,50.9,58.804,,,,
D,model 20 C,50.9167,59.023,,,,
D,model 20 C,50.9333,59.4718,,,,
D,model 20 C,50.95,60.1451,,,,
D,model 20 C,50.9667,60.8281,,,,
D,model 20 C,50.9833,61.6758,,,,
D,model 20 C,51,62.7884,,,,
D,model 20 C,51.0167,63.9774,,,,
D,model 20 C,51.0333,65.0922,,,,
D,model 20 C,51.05,66.3667,,,,
D,model 20 C,51.0667,67.7859,,,,
D,model 20 C,51.0833,69.141,,,,
D,model 20 C,51.1,70.3988,,,,
D,model 20 C,51.1167,71.5677,,,,
D,model 20 C,51.1333,72.7164,,,,
D,model 20 C,51.15,73.9852,,,,
D,model 20 C,51.1667,75.0684,,,,
D,model 20 C,51.1833,76.0191,,,,
D,model 20 C,51.2,77.0819,,,,
D,model 20 C,51.2167,78.2511,,,,
D,model 20 C,51.2333,79.3191,,,,
D,model 20 C,51.25,80.3286,,,,
D,model 20 C,51.2667,81.5195,,,,
D,model 20 C,51.2833,82.5941,,,,
D,model 20 C,51.3,83.7244,,,,
D,model 20 C,51.3167,84.9112,,,,
D,model 20 C,51.3333,85.7276,,,,
D,model 20 C,51.35,86.6297,,,,
D,model 20 C,51.3667,87.3423,,,,
D,model 20 C,51.3833,88.01,,,,
D,model 20 C,51.4,88.5589,,,,
D,model 20 C,51.4167,89.074,,,,
D,model 20 C,51.4333,89.1831,,,,
D,model 20 C,51.45,89.1265,,,,
D,model 20 C,51.4667,89.1137,,,,
D,model 20 C,51.4833,88.7937,,,,
D,model 20 C,51.5,88.6453,,,,
D,model 20 C,51.5167,88.1288,,,,
D,model 20 C,51.5333,87.3655,,,,
D,model 20 C,51.55,86.7409,,,,
D,model 20 C,51.5667,86.0852,,,,
D,model 20 C,51.5833,85.0809,,,,
D,model 20 C,51.6,84.0928,,,,
D,model 20 C,51.6167,83.0981,,,,
D,model 20 C,51.6333,82.0576,,,,
D,model 20 C,51.65,80.945,,,,
D,model 20 C,51.6667,79.834,,,,
D,model 20 C,51.6833,78.8454,,,,
D,model 20 C,51.7,77.6314,,,,
D,model 20 C,51.7167,76.5019,,,,
D,model 20 C,51.7333,75.3914,,,,
D,model 20 C,51.75,74.1094,,,,
D,model 20 C,51.7667,72.9274,,,,
D,model 20 C,51.7833,71.7606,,,,
D,model 20 C,51.8,70.3975,,,,
D,model 20 C,51.8167,69.169,,,,
D,model 20 C,51.8333,68.0737,,,,
D,model 20 C,51.85,67.0391,,,,
D,model 20 C,51.8667,66.1094,,,,
D,model 20 C,51.8833,64.9819,,,,
D,model 20 C,51.9,63.9555,,,,
D,model 20 C,51.9167,63.0686,,,,
D,model 20 C,51.9333,62.6147,,,,
D,model 20 C,51.95,62.1649,,,,
D,model 20 C,51.9667,61.9543,,,,
D,model 20 C,51.9833,61.8224,,,,
D,model 20 C,52,61.8096,,,,
D,model 20 C,52.0167,61.7722,,,,
D,model 20 C,52.0333,61.9507,,,,
D,model 20 C,52.05,62.3209,,,,
D,model 20 C,52.0667,63.0859,,,,
D,model 20 C,52.0833,63.6311,,,,
D,model 20 C,52.1,64.6155,,,,
D,model 20 C,52.1167,65.6589,,,,
D,model 20 C,52.1333,66.801,,,,
D,model 20 C,52.15,67.8149,,,,
D,model 20 C,52.1667,68.8922,,,,
D,model 20 C,52.1833,70.0023,,,,
D,model 20 C,52.2,71.1063,,,,
D,model 20 C,52.2167,72.2814,,,,
D,model 20 C,52.2333,73.2641,,,,
D,model 20 C,52.25,74.412,,,,
D,model 20 C,52.2667,75.5954,,,,
D,model 20 C,52.2833,76.8478,,,,
D,model 20 C,52.3,78.2472,,,,
D,model 20 C,52.3167,79.5737,,,,
D,model 20 C,52.3333,80.7703,,,,
D,model 20 C,52.35,81.6839,,,,
D,model 20 C,52.3667,82.7741,,,,
D,model 20 C,52.3833,83.9157,,,,
D,model 20 C,52.4,84.8096,,,,
D,model 20 C,52.4167,85.8798,,,,
D,model 20 C,52.4333,86.8183,,,,
D,model 20 C,52.45,87.7047,,,,
D,model 20 C,52.4667,88.3542,,,,
D,model 20 C,52.4833,88.8794,,,,
D,model 20 C,52.5,89.4959,,,,
D,model 20 C,52.5167,90.0101,,,,
D,model 20 C,52.5333,90.4544,,,,
D,model 20 C,52.55,90.5651,,,,
D,model 20 C,52.5667,90.8454,,,,
D,model 20 C,52.5833,91.1181,,,,
D,model 20 C,52.6,91.3511,,,,
D,model 20 C,52.6167,91.3876,,,,
D,model 20 C,52.6333,91.3838,,,,
D,model 20 C,52.65,91.5817,,,,
D,model 20 C,52.6667,91.5787,,,,
D,model 20 C,52.6833,91.6053,,,,
D,model 20 C,52.7,91.597,,,,
D,model 20 C,52.7167,91.7044,,,,
D,model 20 C,52.7333,91.7916,,,,
D,model 20 C,52.75,91.7506,,,,
D,model 20 C,52.7667,91.8316,,,,
D,model 20 C,52.7833,91.8371,,,,
D,model 20 C,52.8,91.9604,,,,
D,model 20 C,52.8167,91.993,,,,
D,model 20 C,52.8333,91.9511,,,,
D,model 20 C,52.85,92.1286,,,,
D,model 20 C,52.8667,92.1446,,,,
D,model 20 C,52.8833,92.3668,,,,
D,model 20 C,52.9,92.4839,,,,
D,model 20 C,52.9167,92.5784,,,,
D,model 20 C,52.9333,92.3828,,,,
D,model 20 C,52.95,92.1732,,,,
D,model 20 C,52.9667,91.9601,,,,
D,model 20 C,52.9833,91.8418,,,,
D,model 20 C,53,91.7598,,,,
D,model 20 C,53.0167,91.8753,,,,
D,model 20 C,53.0333,92.0523,,,,
D,model 20 C,53.05,92.1193,,,,
D,model 20 C,53.0667,92.2681,,,,
D,model 20 C,53.0833,92.3208,,,,
D,model 20 C,53.1,92.3445,,,,
D,model 20 C,53.1167,92.2973,,,,
D,model 20 C,53.1333,92.2171,,,,
D,model 20 C,53.15,92.2368,,,,
D,model 20 C,53.1667,92.2321,,,,
D,model 20 C,53.1833,92.1611,,,,
D,model 20 C,53.2,92.2584,,,,
D,model 20 C,53.2167,92.3604,,,,
D,model 20 C,53.2333,92.4454,,,,
D,model 20 C,53.25,92.5988,,,,
D,model 20 C,53.2667,92.7868,,,,
D,model 20 C,53.2833,92.7175,,,,
D,model 20 C,53.3,92.7228,,,,
D,model 20 C,53.3167,92.5241,,,,
D,model 20 C,53.3333,92.4121,,,,
D,model 20 C,53.35,92.3958,,,,
D,model 20 C,53.3667,92.268,,,,
D,model 20 C,53.3833,92.2146,,,,
D,model 20 C,53.4,92.2983,,,,
D,model 20 C,53.4167,92.2796,,,,
D,model 20 C,53.4333,92.0179,,,,
D,model 20 C,53.45,91.886,,,,
D,model 20 C,53.4667,91.9317,,,,
D,model 20 C,53.4833,91.9387,,,,
D,model 20 C,53.5,92.012,,,,
D,model 20 C,53.5167,92.3261,,,,
D,model 20 C,53.5333,92.6661,,,,
D,model 20 C,53.55,92.905,,,,
D,model 20 C,53.5667,92.9583,,,,
D,model 20 C,53.5833,93.1784,,,,
D,model 20 C,53.6,93.0964,,,,
D,model 20 C,53.6167,93.0951,,,,
D,model 20 C,53.6333,93.0719,,,,
D,model 20 C,53.65,93.0259,,,,
D,model 20 C,53.6667,92.9948,,,,
D,model 20 C,53.6833,93.0647,,,,
D,model 20 C,53.7,93.2772,,,,
D,model 20 C,53.7167,93.1462,,,,
D,model 20 C,53.7333,93.1124,,,,
D,model 20 C,53.75,93.0561,,,,
D,model 20 C,53.7667,92.9956,,,,
D,model 20 C,53.7833,92.974,,,,
D,model 20 C,53.8,92.894,,,,
D,model 20 C,53.8167,93.0031,,,,
D,model 20 C,53.8333,92.8364,,,,
D,model 20 C,53.85,92.5483,,,,
D,model 20 C,53.8667,92.462,,,,
D,model 20 C,53.8833,92.5949,,,,
D,model 20 C,53.9,92.7027,,,,
D,model 20 C,53.9167,92.7319,,,,
D,model 20 C,53.9333,92.7557,,,,
D,model 20 C,53.95,92.8987,,,,
D,model 20 C,53.9667,93.1911,,,,
D,model 20 C,53.9833,93.3711,,,,
D,model 20 C,54,93.6762,,,,
D,model 20 C,54.0167,93.6488,,,,
D,model 20 C,54.0333,93.5821,,,,
D,model 20 C,54.05,93.5126,,,,
D,model 20 C,54.0667,93.5315,,,,
D,model 20 C,54.0833,93.432,,,,
D,model 20 C,54.1,93.5369,,,,
D,model 20 C,54.1167,93.7596,,,,
D,model 20 C,54.1333,93.8884,,,,
D,model 20 C,54.15,93.9314,,,,
D,model 20 C,54.1667,93.7173,,,,
D,model 20 C,54.1833,93.7136,,,,
D,model 20 C,54.2,93.5681,,,,
D,model 20 C,54.2167,93.5815,,,,
D,model 20 C,54.2333,93.7441,,,,
D,model 20 C,54.25,93.8936,,,,
D,model 20 C,54.2667,93.909,,,,
D,model 20 C,54.2833,93.9584,,,,
D,model 20 C,54.3,93.7446,,,,
D,model 20 C,54.3167,93.7685,,,,
D,model 20 C,54.3333,93.6285,,,,
D,model 20 C,54.35,93.5105,,,,
D,model 20 C,54.3667,93.2939,,,,
D,model 20 C,54.3833,93.0629,,,,
D,model 20 C,54.4,92.7879,,,,
D,model 20 C,54.4167,92.6809,,,,
D,model 20 C,54.4333,92.4888,,,,
D,model 20 C,54.45,92.4168,,,,
D,model 20 C,54.4667,92.2121,,,,
D,model 20 C,54.4833,91.9252,,,,
D,model 20 C,54.5,91.7887,,,,
D,model 20 C,54.5167,91.3514,,,,
D,model 20 C,54.5333,90.9614,,,,
D,model 20 C,54.55,90.9301,,,,
D,model 20 C,54.5667,90.7226,,,,
D,model 20 C,54.5833,90.8858,,,,
D,model 20 C,54.6,91.0038,,,,
D,model 20 C,54.6167,90.9329,,,,
D,model 20 C,54.6333,90.8837,,,,
D,model 20 C,54.65,90.9611,,,,
D,model 20 C,54.6667,90.9317,,,,
D,model 20 C,54.6833,90.8377,,,,
D,model 20 C,54.7,90.9261,,,,
D,model 20 C,54.7167,90.9702,,,,
D,model 20 C,54.7333,91.0006,,,,
D,model 20 C,54.75,91.1154,,,,
D,model 20 C,54.7667,91.0442,,,,
D,model 20 C,54.7833,91.2032,,,,
D,model 20 C,54.8,91.0923,,,,
D,model 20 C,54.8167,91.1518,,,,
D,model 20 C,54.8333,91.1839,,,,
D,model 20 C,54.85,91.1781,,,,
D,model 20 C,54.8667,91.3209,,,,
D,model 20 C,54.8833,91.3945,,,,
D,model 20 C,54.9,91.2482,,,,
D,model 20 C,54.9167,91.2714,,,,
D,model 20 C,54.9333,91.4139,,,,
D,model 20 C,54.95,91.5861,,,,
D,model 20 C,54.9667,91.8423,,,,
D,model 20 C,54.9833,92.116,,,,
D,model 20 C,55,92.2182,,,,
D,model 20 C,55.0167,92.3916,,,,
D,model 20 C,55.0333,92.5652,,,,
D,model 20 C,55.05,92.6727,,,,
D,model 20 C,55.0667,92.8456,,,,
D,model 20 C,55.0833,92.7121,,,,
D,model 20 C,55.1,92.5216,,,,
D,model 20 C,55.1167,92.3304,,,,
D,model 20 C,55.1333,92.3769,,,,
D,model 20 C,55.15,92.4754,,,,
D,model 20 C,55.1667,92.669,,,,
D,model 20 C,55.1833,92.8075,,,,
D,model 20 C,55.2,92.8636,,,,
D,model 20 C,55.2167,92.7437,,,,
D,model 20 C,55.2333,92.6119,,,,
D,model 20 C,55.25,92.2847,,,,
D,model 20 C,55.2667,92.0087,,,,
D,model 20 C,55.2833,91.8084,,,,
D,model 20 C,55.3,91.5152,,,,
D,model 20 C,55.3167,91.4306,,,,
D,model 20 C,55.3333,91.369,,,,
D,model 20 C,55.35,91.403,,,,
D,model 20 C,55.3667,91.4046,,,,
D,model 20 C,55.3833,91.2271,,,,
D,model 20 C,55.4,91.2508,,,,
D,model 20 C,55.4167,91.1154,,,,
D,model 20 C,55.4333,90.8378,,,,
D,model 20 C,55.45,90.647,,,,
D,model 20 C,55.4667,90.5252,,,,
D,model 20 C,55.4833,90.4853,,,,
D,model 20 C,55.5,90.6694,,,,
D,model 20 C,55.5167,90.7637,,,,
D,model 20 C,55.5333,90.9471,,,,
D,model 20 C,55.55,90.8772,,,,
D,model 20 C,55.5667,90.5391,,,,
D,model 20 C,55.5833,90.2165,,,,
D,model 20 C,55.6,89.8558,,,,
D,model 20 C,55.6167,89.656,,,,
D,model 20 C,55.6333,89.1723,,,,
D,model 20 C,55.65,88.6138,,,,
D,model 20 C,55.6667,87.9001,,,,
D,model 20 C,55.6833,87.34,,,,
D,model 20 C,55.7,86.5597,,,,
D,model 20 C,55.7167,85.8832,,,,
D,model 20 C,55.7333,85.0105,,,,
D,model 20 C,55.75,84.096,,,,
D,model 20 C,55.7667,83.1213,,,,
D,model 20 C,55.7833,81.7341,,,,
D,model 20 C,55.8,80.7347,,,,
D,model 20 C,55.8167,79.5401,,,,
D,model 20 C,55.8333,78.6247,,,,
D,model 20 C,55.85,77.5125,,,,
D,model 20 C,55.8667,76.2889,,,,
D,model 20 C,55.8833,75.1891,,,,
D,model 20 C,55.9,74.1304,,,,
D,model 20 C,55.9167,72.9379,,,,
D,model 20 C,55.9333,71.8186,,,,
D,model 20 C,55.95,70.8846,,,,
D,model 20 C,55.9667,69.8055,,,,
D,model 20 C,55.9833,68.6653,,,,
D,model 20 C,56,67.4305,,,,
D,model 20 C,56.0167,66.3085,,,,
D,model 20 C,56.0333,65.2442,,,,
D,model 20 C,56.05,64.039,,,,
D,model 20 C,56.0667,62.8543,,,,
D,model 20 C,56.0833,61.7442,,,,
D,model 20 C,56.1,60.6497,,,,
D,model 20 C,56.1167,59.5707,,,,
D,model 20 C,56.1333,58.4216,,,,
D,model 20 C,56.15,57.1821,,,,
D,model 20 C,56.1667,56.0513,,,,
D,model 20 C,56.1833,54.9971,,,,
D,model 20 C,56.2,53.9359,,,,
D,model 20 C,56.2167,52.7458,,,,
D,model 20 C,56.2333,51.4931,,,,
D,model 20 C,56.25,50.1819,,,,
D,model 20 C,56.2667,48.887,,,,
D,model 20 C,56.2833,47.6979,,,,
D,model 20 C,56.3,46.8178,,,,
D,model 20 C,56.3167,45.5144,,,,
D,model 20 C,56.3333,44.4556,,,,
D,model 20 C,56.35,43.4201,,,,
D,model 20 C,56.3667,42.3883,,,,
D,model 20 C,56.3833,41.2098,,,,
D,model 20 C,56.4,40.1066,,,,
D,model 20 C,56.4167,39.0624,,,,
D,model 20 C,56.4333,37.8671,,,,
D,model 20 C,56.45,36.8481,,,,
D,model 20 C,56.4667,35.6658,,,,
D,model 20 C,56.4833,34.682,,,,
D,model 20 C,56.5,33.7193,,,,
D,model 20 C,56.5167,32.6752,,,,
D,model 20 C,56.5333,31.426,,,,
D,model 20 C,56.55,30.2801,,,,
D,model 20 C,56.5667,29.1105,,,,
D,model 20 C,56.5833,28.0387,,,,
D,model 20 C,56.6,26.8491,,,,
D,model 20 C,56.6167,26.0104,,,,
D,model 20 C,56.6333,24.8892,,,,
D,model 20 C,56.65,23.6523,,,,
D,model 20 C,56.6667,22.4259,,,,
D,model 20 C,56.6833,21.3956,,,,
D,model 20 C,56.7,20.1824,,,,
D,model 20 C,56.7167,19.1722,,,,
D,model 20 C,56.7333,17.9575,,,,
D,model 20 C,56.75,16.7706,,,,
D,model 20 C,56.7667,15.711,,,,
D,model 20 C,56.7833,14.5643,,,,
D,model 20 C,56.8,13.5682,,,,
D,model 20 C,56.8167,12.5131,,,,
D,model 20 C,56.8333,11.7212,,,,
D,model 20 C,56.85,11.0369,,,,
D,model 20 C,56.8667,10.1226,,,,
D,model 20 C,56.8833,9.55625,,,,
D,model 20 C,56.9,9.02335,,,,
D,model 20 C,56.9167,8.6317,,,,
D,model 20 C,56.9333,8.49885,,,,
D,model 20 C,56.95,8.47145,,,,
D,model 20 C,56.9667,8.74485,,,,
D,model 20 C,56.9833,9.3022,,,,
D,model 20 C,57,9.566,,,,
D,model 20 C,57.0167,10.3486,,,,
D,model 20 C,57.0333,11.1933,,,,
D,model 20 C,57.05,12.1764,,,,
D,model 20 C,57.0667,13.1269,,,,
D,model 20 C,57.0833,14.1607,,,,
D,model 20 C,57.1,15.245,,,,
D,model 20 C,57.1167,16.3018,,,,
D,model 20 C,57.1333,17.6178,,,,
D,model 20 C,57.15,18.8925,,,,
D,model 20 C,57.1667,19.8974,,,,
D,model 20 C,57.1833,21.0848,,,,
D,model 20 C,57.2,22.1646,,,,
D,model 20 C,57.2167,23.539,,,,
D,model 20 C,57.2333,24.6231,,,,
D,model 20 C,57.25,25.8148,,,,
D,model 20 C,57.2667,27.0713,,,,
D,model 20 C,57.2833,28.16,,,,
D,model 20 C,57.3,29.3497,,,,
D,model 20 C,57.3167,30.3838,,,,
D,model 20 C,57.3333,30.9835,,,,
D,model 20 C,57.35,31.9522,,,,
D,model 20 C,57.3667,32.548,,,,
D,model 20 C,57.3833,32.9928,,,,
D,model 20 C,57.4,33.4961,,,,
D,model 20 C,57.4167,33.6475,,,,
D,model 20 C,57.4333,33.6486,,,,
D,model 20 C,57.45,33.4219,,,,
D,model 20 C,57.4667,33.2191,,,,
D,model 20 C,57.4833,32.8854,,,,
D,model 20 C,57.5,32.2999,,,,
D,model 20 C,57.5167,31.8502,,,,
D,model 20 C,57.5333,31.2523,,,,
D,model 20 C,57.55,30.3492,,,,
D,model 20 C,57.5667,29.4693,,,,
D,model 20 C,57.5833,28.4406,,,,
D,model 20 C,57.6,27.3377,,,,
D,model 20 C,57.6167,26.1263,,,,
D,model 20 C,57.6333,25.0704,,,,
D,model 20 C,57.65,24.3002,,,,
D,model 20 C,57.6667,23.6476,,,,
D,model 20 C,57.6833,23.1483,,,,
D,model 20 C,57.7,22.6509,,,,
D,model 20 C,57.7167,22.3438,,,,
D,model 20 C,57.7333,22.0537,,,,
D,model 20 C,57.75,22.0397,,,,
D,model 20 C,57.7667,22.1509,,,,
D,model 20 C,57.7833,22.6067,,,,
D,model 20 C,57.8,22.984,,,,
D,model 20 C,57.8167,23.5637,,,,
D,model 20 C,57.8333,23.908,,,,
D,model 20 C,57.85,24.2682,,,,
D,model 20 C,57.8667,24.737,,,,
D,model 20 C,57.8833,25.3284,,,,
D,model 20 C,57.9,25.6147,,,,
D,model 20 C,57.9167,25.946,,,,
D,model 20 C,57.9333,26.0206,,,,
D,model 20 C,57.95,26.0763,,,,
D,model 20 C,57.9667,25.8145,,,,
D,model 20 C,57.9833,25.3636,,,,
D,model 20 C,58,24.6505,,,,
D,model 20 C,58.0167,23.8437,,,,
D,model 20 C,58.0333,22.9879,,,,
D,model 20 C,58.05,21.9881,,,,
D,model 20 C,58.0667,20.9691,,,,
D,model 20 C,58.0833,20.0119,,,,
D,model 20 C,58.1,18.749,,,,
D,model 20 C,58.1167,17.5553,,,,
D,model 20 C,58.1333,16.5039,,,,
D,model 20 C,58.15,15.1294,,,,
D,model 20 C,58.1667,13.8383,,,,
D,model 20 C,58.1833,12.797,,,,
D,model 20 C,58.2,11.6985,,,,
D,model 20 C,58.2167,10.6189,,,,
D,model 20 C,58.2333,9.63275,,,,
D,model 20 C,58.25,8.55515,,,,
D,model 20 C,58.2667,7.965,,,,
D,model 20 C,58.2833,7.33595,,,,
D,model 20 C,58.3,6.8313,,,,
D,model 20 C,58.3167,6.61415,,,,
D,model 20 C,58.3333,6.6823,,,,
D,model 20 C,58.35,6.7446,,,,
D,model 20 C,58.3667,6.83025,,,,
D,model 20 C,58.3833,6.96105,,,,
D,model 20 C,58.4,7.2429,,,,
D,model 20 C,58.4167,7.50585,,,,
D,model 20 C,58.4333,7.6889,,,,
D,model 20 C,58.45,7.90765,,,,
D,model 20 C,58.4667,7.87125,,,,
D,model 20 C,58.4833,7.98125,,,,
D,model 20 C,58.5,8.22035,,,,
